timestamp,endpoint,cache_name,tasks,cost_usd
2026-09-17T10:35:28.891Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-03,1,0.01272
2026-09-17T10:35:28.906Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-04,1,0.012
2026-09-17T10:35:28.984Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-05,1,0.012
2026-09-17T10:35:29.003Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-07,1,0.012
2026-09-17T10:35:29.069Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-06,1,0.01272
2026-09-17T10:35:29.299Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-08,1,0.012
2026-09-17T10:35:29.361Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-09,1,0.012
2026-09-17T10:35:29.380Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-10,1,0.012
2026-09-17T10:35:29.500Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-11,1,0.012
2026-09-17T10:35:29.522Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-12,1,0.01224
2026-09-17T10:35:29.560Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-13,1,0.012
2026-09-17T10:35:29.629Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-15,1,0.012
2026-09-17T10:35:29.641Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-14,1,0.01224
2026-09-17T10:35:29.722Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-16,1,0.01308
2026-09-17T10:35:29.747Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-18,1,0.012
2026-09-17T10:35:29.799Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-17,1,0.01296
2026-09-17T10:35:29.873Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-20,1,0.012
2026-09-17T10:35:29.911Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-19,1,0.01224
2026-09-17T10:35:30.007Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-21,1,0.012
2026-09-17T10:35:30.037Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-22,1,0.01224
2026-09-17T10:35:30.063Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-23,1,0.01212
2026-09-17T10:35:30.132Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-24,1,0.012
2026-09-17T10:35:30.183Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-25,1,0.01236
2026-09-17T10:35:30.220Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-26,1,0.012
2026-09-17T10:35:30.250Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-27,1,0.01224
2026-09-17T10:35:30.314Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-28,1,0.012
2026-09-17T10:35:30.636Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-30,1,0.012
2026-09-17T10:35:30.641Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-31,1,0.01212
2026-09-17T10:35:30.648Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-29,1,0.01356
2026-09-17T10:35:30.753Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-32,1,0.012
2026-09-17T10:35:30.769Z,/v3/dataforseo_labs/google/keyword_suggestions/live,keyword_suggestions-ru-2026-09-17-33,1,0.01224
2026-09-17T10:35:30.863Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-00,1,0.012
2026-09-17T10:35:30.938Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-03,1,0.012
2026-09-17T10:35:30.964Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-02,1,0.01212
2026-09-17T10:35:30.992Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-01,1,0.012
2026-09-17T10:35:31.025Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-04,1,0.012
2026-09-17T10:35:31.089Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-05,1,0.012
2026-09-17T10:35:31.101Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-06,1,0.01212
2026-09-17T10:35:31.116Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-07,1,0.012
2026-09-17T10:35:31.198Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-09,1,0.012
2026-09-17T10:35:31.217Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-08,1,0.012
2026-09-17T10:35:31.242Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-10,1,0.012
2026-09-17T10:35:31.289Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-11,1,0.012
2026-09-17T10:35:31.388Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-14,1,0.01212
2026-09-17T10:35:31.434Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-12,1,0.01212
2026-09-17T10:35:31.452Z,/v3/dataforseo_labs/google/related_keywords/live,related_keywords-ru-2026-09-17-13,1,0.012
2026-09-17T10:35:38.205Z,/v3/keywords_data/google_ads/keywords_for_keywords/live,ads_keywords_for_keywords-ru-2026-09-17-0,1,0.09
2026-09-17T10:35:41.055Z,/v3/keywords_data/google_ads/keywords_for_keywords/live,ads_keywords_for_keywords-ru-2026-09-17-1,1,0.09
2026-09-17T10:47:04.422Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-en-uk-2026-09-17-0,1,0.09
2026-09-17T10:47:08.774Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-en-us-2026-09-17-0,1,0.09
2026-09-17T10:47:15.212Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-pl-pl-2026-09-17-0,1,0.09
2026-09-17T10:47:25.932Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-ru-kz-2026-09-17-0,1,0.09
2026-09-17T10:47:28.027Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-ru-pl-ru-2026-09-17-0,1,0.09
2026-09-17T10:47:30.895Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-ru-de-ru-2026-09-17-0,1,0.09
2026-09-17T10:47:34.623Z,/v3/keywords_data/google_ads/search_volume/live,ads_search_volume-ru-ua-ru-2026-09-17-0,1,0.09
2026-09-17T10:49:19.300Z,/v3/dataforseo_labs/google/bulk_keyword_difficulty/live,bulk_keyword_difficulty-en-2026-09-17-0,1,0.04704
2026-09-17T10:49:19.719Z,/v3/dataforseo_labs/google/search_intent/live,search_intent-en-2026-09-17-0,1,0.04704
2026-09-17T10:49:21.727Z,/v3/dataforseo_labs/google/bulk_keyword_difficulty/live,bulk_keyword_difficulty-pl-2026-09-17-0,1,0.03396
2026-09-17T10:49:21.936Z,/v3/dataforseo_labs/google/search_intent/live,search_intent-pl-2026-09-17-0,1,0.03396
2026-09-17T10:49:25.952Z,/v3/dataforseo_labs/google/bulk_keyword_difficulty/live,bulk_keyword_difficulty-ru-2026-09-17-0,1,0.04872
2026-09-17T10:49:26.256Z,/v3/dataforseo_labs/google/search_intent/live,search_intent-ru-2026-09-17-0,1,0.04872
2026-09-17T10:52:42.162Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-02,1,0.00215
2026-09-17T10:52:44.678Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-03,1,0.00215
2026-09-17T10:52:45.647Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-04,1,0.00215
2026-09-17T10:52:46.985Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-01,1,0.00215
2026-09-17T10:52:47.499Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-05,1,0.00215
2026-09-17T10:52:47.530Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-06,1,0.00215
2026-09-17T10:52:50.558Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-07,1,0.00215
2026-09-17T10:52:52.635Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-10,1,0.00215
2026-09-17T10:52:55.276Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-00,1,0.002
2026-09-17T10:52:57.184Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-08,1,0.00215
2026-09-17T10:52:57.538Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-11,1,0.00215
2026-09-17T10:52:59.051Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-12,1,0.00215
2026-09-17T10:52:59.113Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-13,1,0.00215
2026-09-17T10:52:59.478Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-09,1,0.00215
2026-09-17T10:53:02.825Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-16,1,0.00215
2026-09-17T10:53:06.768Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-15,1,0.00215
2026-09-17T10:53:08.528Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-17,1,0.00215
2026-09-17T10:53:08.876Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-14,1,0.00215
2026-09-17T10:53:11.002Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-21,1,0.00215
2026-09-17T10:53:11.407Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-20,1,0.00215
2026-09-17T10:53:12.137Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-18,1,0.00215
2026-09-17T10:53:14.386Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-24,1,0.00215
2026-09-17T10:53:14.615Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-22,1,0.00215
2026-09-17T10:53:16.649Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-19,1,0.00215
2026-09-17T10:53:18.306Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-23,1,0.00215
2026-09-17T10:53:19.286Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-25,1,0.00215
2026-09-17T10:53:28.870Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-28,1,0.00215
2026-09-17T10:53:29.635Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-27,1,0.00215
2026-09-17T10:53:31.318Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-30,1,0.00215
2026-09-17T10:53:33.015Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-29,1,0.00215
2026-09-17T10:53:33.883Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-31,1,0.00215
2026-09-17T10:53:35.020Z,/v3/serp/google/organic/live/advanced,serp_organic-en-2026-09-17-26,1,0.00215
